"full_address","longitude","latitude"
"3 Compass Close, Port Macquarie, NSW 2444",152.9174199,-31.461537
"12 Pearce Road, Quakers Hill, NSW 2763",150.8899464,-33.7311665
"8 Stromlo Place, Ruse, NSW 2560",150.8439228,-34.0661544
"19 Highfield Terrace, Cumbalum, NSW 2478",153.5326147,-28.8187917
"1576 Hinterland Way, Bangalow, NSW 2479",153.5313963,-28.6959609
"15 Highland Crescent, Goonellabah, NSW 2480",153.3433292,-28.8099823
"17 Wirringulla Avenue, Elvina Bay, NSW 2105",151.2765781,-33.6396446
"3 McLean Road, Campbelltown, NSW 2560",150.8281608,-34.0654552
"29 Tannery Road, Cambewarra, NSW 2540",150.5601446,-34.8196917
"31 Pearce Drive, Coffs Harbour, NSW 2450",153.0963405,-30.2798201
"105 Keda Circuit, North Richmond, NSW 2754",150.7135614,-33.5872551
"11 Jagera Close, Pottsville, NSW 2489",153.563022,-28.3733139
"2 Redman Street, Seaforth, NSW 2092",151.2438745,-33.7938567
"174 Pacific Drive, Port Macquarie, NSW 2444",152.9281538,-31.4639594
"80 Irvines Road, Newee Creek, NSW 2447",152.9263814,-30.6573725
"54 Hume Street, Gloucester, NSW 2422",151.961125,-32.0094702
"22 Portabello Crescent, Thornton, NSW 2322",151.6483492,-32.7677506
"11 Old King Creek Rd, King Creek, NSW 2446",152.7416355,-31.4897367
"252 Tuggerawong Road, Tuggerawong, NSW 2259",151.4837297,-33.2811154
"5 Hurlstone Avenue, Summer Hill, NSW 2130",151.13347,-33.8985934
"237  Paterson Road, Bolwarra Heights, NSW 2320",151.5888241,-32.7000859
"3 Bradfield Street, Leumeah, NSW 2560",150.8385172,-34.0569551
"169 The Wool Road, St Georges Basin, NSW 2540",150.5775558,-35.0857066
"54 Midin Close, Glenmore Park, NSW 2745",150.6800701,-33.7865636
"2/15 Todd Street, Merrylands, NSW 2160",150.9704416,-33.8342683
"209 Vincent Road, Cranebrook, NSW 2749",150.7011471,-33.7017562
"53 Mason Street, East Wagga Wagga, NSW 2650",147.3828746,-35.117142
"98 Irrubel Road, Newport, NSW 2106",151.3091517,-33.654606
"7 Wood Ridge Place, Baulkham Hills, NSW 2153",150.9760792,-33.758514
"75 Greendale Road, Wallacia, NSW 2745",150.6411538,-33.8710513
"33A Cheryl Crescent, Newport, NSW 2106",151.3118398,-33.6521984
"32 Greenwood Avenue, Belmont, NSW 2280",151.6504037,-33.0243864
"17 Rosewood Glen, Jerrabomberra, NSW 2619",149.2047368,-35.3828173
"41 Elizabeth Street, Wyoming, NSW 2250",151.3603488,-33.4001974
"21 Shelton Avenue, Winmalee, NSW 2777",150.6069419,-33.6713337
"13 Yallaroi Road, Narraweena, NSW 2099",151.2719773,-33.7450297
"50 Pulbah Street, Wyee, NSW 2259",151.4883993,-33.1773099
"30 Noble Avenue, Strathfield, NSW 2135",151.0829147,-33.8904311
"657 Slopes Road, The Slopes, NSW 2754",150.7017614,-33.5295712
"115 Richmond Road, Blacktown, NSW 2148",150.8988528,-33.7608948
"3 Rosevale Place, Narellan, NSW 2567",150.7417037,-34.0470414
"5 Harkins Street, Eleebana, NSW 2282",151.6364334,-32.9917596
"6/8 Curt Street, Ashfield, NSW 2131",151.1306483,-33.8821771
"93 Boundary Road, Robin Hill, NSW 2795",149.5483495,-33.4220621
"69/575 Hunter Street, Newcastle West, NSW 2302",151.7657031,-32.9273174
"18 Gordon Street, Rozelle, NSW 2039",151.1730246,-33.8674509
"87 Riviera Avenue, Terrigal, NSW 2260",151.4356958,-33.4479549
"18 Heugh Street, Tamworth, NSW 2340",150.9178944,-31.1131578
"130 Coolgardie Road, Coolgardie, NSW 2478",153.4661562,-28.9200679
"4 Yaldara Crescent, Cowra, NSW 2794",148.6917923,-33.8171674
"156 Princes Street, Riverstone, NSW 2765",150.8669101,-33.6571986
"54 Rowan Avenue, Uralla, NSW 2358",151.4923294,-30.6506192
"2/2 William Street, North Richmond, NSW 2754",150.7180094,-33.5800932
"30 Robina Drive, Hillsborough, NSW 2290",151.6788502,-32.9553009
"8 North Avenue, Rossmore, NSW 2557",150.7746868,-33.9380817
"22/177 Banksia Road, Greenacre, NSW 2190",151.0415407,-33.9063675
"19 Trent Street, Charlestown, NSW 2290",151.6846954,-32.9680636
"222 Clarke Street, Broken Hill, NSW 2880",141.4679218,-31.9825408
"6 The Promontory Drive, Shell Cove, NSW 2529",150.8671017,-34.5910407
"4 Cottage Corner, Lake Haven, NSW 2263",151.4993939,-33.244625
"Unit 305/28 Smart Street, Fairfield, NSW 2165",150.9569622,-33.8707791
"45 St Elmo Avenue, Blackheath, NSW 2785",150.3020452,-33.6212319
"24 Colo Road, Colo Vale, NSW 2575",150.4835873,-34.398675
"10 Fitzpatrick Street, Old Erowal Bay, NSW 2540",150.6493536,-35.0881425
"15 Wentworth Street, Telarah, NSW 2320",151.5361184,-32.7309379
"3 Rosedale Square, East Lismore, NSW 2480",153.2887787,-28.8239736
"347 Woodville Road, Guildford, NSW 2161",150.9959035,-33.8542148
"2 Yerelda Street, Colo Vale, NSW 2575",150.478784,-34.4046469
"1038 Pemberton Street, West Albury, NSW 2640",146.8883329,-36.0727352
"36 Yalla Kool Drive, Ocean Shores, NSW 2483",153.5412162,-28.5246697
"142 Gordon Avenue, Hamilton South, NSW 2303",151.748594,-32.9366632
"39 Bower Crescent, Toormina, NSW 2452",153.0830867,-30.3684782
"43 Gilford Street, Kariong, NSW 2250",151.293798,-33.4427087
"316/19 Epping Road, Epping, NSW 2121",151.08569,-33.7736028
"21 Frosty Lane, Jindera, NSW 2642",146.8958407,-35.9467743
"15 Sassafras Street, Pottsville, NSW 2489",153.5611046,-28.3757458
"7 Banks Street, East Maitland, NSW 2323",151.5860401,-32.7456667
"82 John Arthur Avenue, Thornton, NSW 2322",151.6411357,-32.7716502
"27 Ilford Street, Portland, NSW 2847",149.9776943,-33.3589074
"170 Durham Street, Bathurst, NSW 2795",149.5779093,-33.4107298
"29 Laguna Parade, Berkeley Vale, NSW 2261",151.4451662,-33.354302
"41 Memsie Street, Box Hill, NSW 2765",150.9018871,-33.6406606
"32 Waratah Avenue, Salamander Bay, NSW 2317",152.0717359,-32.7141902
"2/24-26 Cassia Street, Dee Why, NSW 2099",151.2945869,-33.7571386
"58 Lakin Street, Bateau Bay, NSW 2261",151.4791875,-33.381549
"3 Geoffrey O'hea Street, West Kempsey, NSW 2440",152.8200266,-31.0615178
"47 Bent Street, Chester Hill, NSW 2162",150.9999505,-33.8786435
"12 Miller Street, South Granville, NSW 2142",151.0110462,-33.8598142
"66 Rawson Parade, Leura, NSW 2780",150.3368422,-33.6996087
"1 Deaves Road, Cooranbong, NSW 2265",151.4499087,-33.0881004
"5 Allan Street, Lorn, NSW 2320",151.5610317,-32.7277223
"4 Tonks Close, Gloucester, NSW 2422",151.9625226,-32.0215212
"23 Fourth Avenue, Toukley, NSW 2263",151.5477076,-33.2583744
"45 Palace Street, Ashfield, NSW 2131",151.1221396,-33.8946822
"60 Fern Street, Gerringong, NSW 2534",150.8275249,-34.7425423
"33 Walgett Street, Katoomba, NSW 2780",150.3067872,-33.7085811
"1414/243 Pyrmont Street, Pyrmont, NSW 2009",151.1972651,-33.874062
"62 Adams Circuit, Elderslie, NSW 2570",150.7208822,-34.0609822
"9/25 Yerrick Road, Lakemba, NSW 2195",151.0782421,-33.9149646
"5 Clifford Street, South Golden Beach, NSW 2483",153.543014,-28.4952307
"34 Glamorgan Street, Blacktown, NSW 2148",150.9077144,-33.7853747
"72 Telfer Road, Castle Hill, NSW 2154",151.0165943,-33.7349597
"20 Lime Street, Portland, NSW 2847",149.977342,-33.3549047
"105 Buckland Street, Alexandria, NSW 2015",151.1956512,-33.8995424
"128 Woodward Street, Orange, NSW 2800",149.0862615,-33.2851727
"13A Andrew Close, North Lambton, NSW 2299",151.7009989,-32.8996076
"85 Bright Street, East Lismore, NSW 2480",153.2930151,-28.8183823
"21 Churchill Circuit, Hamilton South, NSW 2303",151.742838,-32.9346851
"21 Clarence Road, New Lambton, NSW 2305",151.708537,-32.9201804
"8 Binalong Road, Mount Colah, NSW 2079",151.1105338,-33.6649731
"13 Crestbrook Street, Seven Hills, NSW 2147",150.9240301,-33.7681252
"8a Anzac Road, Long Jetty, NSW 2261",151.4885965,-33.3507369
"36 Braemont Avenue, Kellyville Ridge, NSW 2155",150.9161447,-33.7038389
"12 Oak Place, Banksia, NSW 2216",151.1445297,-33.9458162
"9/28 Gower Street, Summer Hill, NSW 2130",151.1366331,-33.8877982
"550 Italia Road, East Seaham, NSW 2324",151.778005,-32.6461841
"46A Clement Street, Gloucester, NSW 2422",151.9575395,-32.0233268
"33/122-132 Georges River Road, Croydon Park, NSW 2133",151.1101685,-33.8954317
"2 Bamburgh Place, Bundanoon, NSW 2578",150.2895673,-34.6478041
"26 Manly View Road, Killcare Heights, NSW 2257",151.3672196,-33.5246953
"304/50 Garden Street, Alexandria, NSW 2015",151.1976098,-33.8968339
"63 Ballina Street, Pottsville, NSW 2489",153.552442,-28.3858731
"64 Glade Street, Arcadia Vale, NSW 2283",151.5778253,-33.0608357
"11 Grieve Street, Cessnock, NSW 2325",151.34252,-32.8288395
"27 Sanctuary Point Rd, Sanctuary Point, NSW 2540",150.6351546,-35.1017555
"16 High View Road, Pretty Beach, NSW 2257",151.3440218,-33.5282747
"24 Fairway Drive, Terrigal, NSW 2260",151.4289333,-33.4305144
"24 Douglas Street, North Richmond, NSW 2754",150.7212039,-33.5743981
"26 Arnold Avenue, St Marys, NSW 2760",150.7831097,-33.7775571
"28/15-17 Corona Avenue, Roseville, NSW 2069",151.1767907,-33.7875762
"30 Brae Street, Bronte, NSW 2024",151.25977,-33.9039747
"60 Pacific Highway, Ourimbah, NSW 2258",151.3697151,-33.3491733
"3/40-42A Park Avenue, Waitara, NSW 2077",151.1078035,-33.7071762
"10 Pony Street, Box Hill, NSW 2765",150.8918734,-33.6369628
"6 Huntingdale Avenue, Narwee, NSW 2209",151.0642166,-33.948469
"38 Oleander Crescent, Riverstone, NSW 2765",150.8646385,-33.6700027
"26 McCullough Street, Cooranbong, NSW 2265",151.4606267,-33.0643257
"9 Princes St, Guildford, NSW 2161",150.9664863,-33.8425143
"609/16 Hill Rd, Wentworth Point, NSW 2127",151.0773053,-33.8230984
"1 Alverson Crescent, Boambee East, NSW 2452",153.079387,-30.3481235
"154 Warrangarree Drive, Woronora Heights, NSW 2233",151.0268271,-34.0330681
"5 Scotch Road, Calderwood, NSW 2527",150.7476191,-34.5626622
"574 Moss Vale Road, Burradoo, NSW 2576",150.4041948,-34.5145793
"8 Lysaght Street, North Wollongong, NSW 2500",150.8895374,-34.405504
"6 Racecourse Road, Cessnock, NSW 2325",151.3511312,-32.8528815
"1/6 Banksia Avenue, Bogangar, NSW 2488",153.5691538,-28.3346691
"25 Church Lane, Cranebrook, NSW 2749",150.6981101,-33.6987149
"67 Segenhoe Street, Aberdeen, NSW 2336",150.8879925,-32.1689271
"10 Woodford Crescent, Heathcote, NSW 2233",151.0184362,-34.086631
"14 Cameron Avenue, Baulkham Hills, NSW 2153",150.9900832,-33.7476775
"12/72-74 Park Street, Mona Vale, NSW 2103",151.2998808,-33.6723871
"14 Tasman Park Close, St Georges Basin, NSW 2540",150.5930871,-35.0868591
"41 Hurlingham Avenue, Burradoo, NSW 2576",150.3952051,-34.5091342
"42/569 George Street, Sydney, NSW 2000",151.2057005,-33.8768278
"139 Jonson St, Byron Bay, NSW 2481",153.6136948,-28.6499418
"12/19-23 Forbes Street, Woolloomooloo, NSW 2011",151.2195405,-33.8703373
"13/338-342 Canterbury Road, Canterbury, NSW 2193",151.1124149,-33.9152717
"18/9 Grandstand Parade, Zetland, NSW 2017",151.2100165,-33.9051358
"33/21 Seven Hills Road, Baulkham Hills, NSW 2153",150.9901625,-33.7625992
"110 Mount Annan Drive, Mount Annan, NSW 2567",150.7661736,-34.0645356
"Level 1/17-37 Wollongong Road, Arncliffe, NSW 2205",151.1469614,-33.9338083
"G.15/17-37 Wollongong Road, Arncliffe, NSW 2205",151.1470521,-33.9337836
"Level 3/17-37 Wollongong Road, Arncliffe, NSW 2205",151.146866,-33.933942
"10/439 Guildford Road, Guildford, NSW 2161",150.9806258,-33.8526104
"15/22 President Avenue, Kogarah, NSW 2217",151.1393636,-33.9642446
"20/75 Florence Street, Hornsby, NSW 2077",151.10499,-33.7042754
"18.05/13 Halifax Street, Macquarie Park, NSW 2113",151.1346533,-33.7935253
"3/3 Starboard Close, Salamander Bay, NSW 2317",152.0862447,-32.7347943
"1411/12 Phillip Street, Parramatta, NSW 2150",151.0036338,-33.811555
"908/14 Woniora Road, Hurstville, NSW 2220",151.1008833,-33.9672038
"502/2 Rider Boulevard, Rhodes, NSW 2138",151.0846436,-33.8343594
"2 Mary Elizabeth Crescent, North Avoca, NSW 2260",151.4372319,-33.4559059
"36/548 Canterbury Road, Campsie, NSW 2194",151.0977702,-33.9211571
"1201/1A Morton Street, Parramatta, NSW 2150",151.016424,-33.8142796
"4/1 Fore Street, Canterbury, NSW 2193",151.1153574,-33.9143736
"10/12 Range Road, North Gosford, NSW 2250",151.3474739,-33.4167584
"8/38 Stephen Street, Paddington, NSW 2021",151.2269231,-33.8815411
"10 Eastview Road, Church Point, NSW 2105",151.2852333,-33.6479637
"1320 The Bucketts  Way, Gloucester, NSW 2422",151.9053851,-32.2938423
"23 Joseph Street, Avalon Beach, NSW 2107",151.3293825,-33.6236302
"2/32 Khartoum Road, Macquarie Park, NSW 2113",151.1274009,-33.7762592
"27/69-71 High Street, Parramatta, NSW 2150",151.0062332,-33.8229968
"2/1-9 Kanoona Avenue, Homebush, NSW 2140",151.0779101,-33.8607594
"1901/3 Mooltan Avenue, Macquarie Park, NSW 2113",151.1134464,-33.7808283
"50/26 Swimming Creek Rd, Nambucca Heads, NSW 2448",153.0121704,-30.6326682
"4/41 Old Coast Road, Nambucca Heads, NSW 2448",152.9800217,-30.6377134
"8 Forbes Street, Windsor, NSW 2756",150.815943,-33.6123085
"4/81A Carrington Road, Randwick, NSW 2031",151.2515523,-33.910365
"4/52 Woniora Road, Hurstville, NSW 2220",151.1035488,-33.970202
"7/151-153 Brighton Avenue, Campsie, NSW 2194",151.1041871,-33.9062689
"5/45 Harrow Road, Bexley, NSW 2207",151.1305345,-33.9518826
"10 Hawks Nest Place, Surfside, NSW 2536",150.1959247,-35.6982205
"3/37 Bay Street, Glebe, NSW 2037",151.1944447,-33.8826341
"2a Tomaree Road, Shoal Bay, NSW 2315",152.1759322,-32.7206765
"2509/472 Pacific Highway, St Leonards, NSW 2065",151.1973095,-33.8243409
"64/39 Chamberlain Street, Campbelltown, NSW 2560",150.8224832,-34.0633876
"A10.11/1 Avon Road, Pymble, NSW 2073",151.137202,-33.7424266
"401/21-25 Urunga Parade, Miranda, NSW 2228",151.1046641,-34.0357562
"48/1 Norman Street, Lake Conjola, NSW 2539",150.4775719,-35.2667744
"904, Tower 2/600 Railway Parade, Hurstville, NSW 2220",151.1032304,-33.9690873
"80 Tambaroora Crescent, Marayong, NSW 2148",150.8815402,-33.746937
"67/14-16 Campbell Street, Northmead, NSW 2152",150.9973387,-33.7899266
"2/535 Victoria Road, Ryde, NSW 2112",151.1161765,-33.818874
"10/21-23 Keats Avenue, Rockdale, NSW 2216",151.1363532,-33.9550639
"25/685-707 Casuarina Way, Casuarina, NSW 2487",153.5706779,-28.3118693
"17/63 Park Avenue, Kingswood, NSW 2747",150.7236894,-33.7580711
"6 Alexandra Street, Umina Beach, NSW 2257",151.3240512,-33.5137649
"14 Sevenoaks Place, Jannali, NSW 2226",151.0738269,-34.0185665
"Gather - 3/14-15 Clarence Street, Yamba, NSW 2464",153.3624589,-29.4352051
"106/49  Regent Street, Chippendale, NSW 2008",151.2024581,-33.8855522
"609/39 Kent Road, Mascot, NSW 2020",151.1843447,-33.9236394
"4/19 Water Street, Hornsby, NSW 2077",151.1052325,-33.6986193
"411/2 Waterways Street, Wentworth Point, NSW 2127",151.0776895,-33.8254769
"102/45 Andover Street, Carlton, NSW 2218",151.1213075,-33.9725222
"12/17 Forestville Avenue, Forestville, NSW 2087",151.2098828,-33.7619924
"1/14 Ascot Road, Bowral, NSW 2576",150.4262386,-34.4856463
"3/64 St Vincent Street, Ulladulla, NSW 2539",150.4725762,-35.3549108
"194 Palmer Street, Darlinghurst, NSW 2010",151.216923,-33.8765164
"13/38-40 Lawrence Street, Peakhurst, NSW 2210",151.0568471,-33.9601456
"2/62 Pacific Parade, Dee Why, NSW 2099",151.2895612,-33.7548049
"211 Quarter Sessions Road, Westleigh, NSW 2120",151.0760903,-33.7020122
"4/3 Wolseley Grove, Zetland, NSW 2017",151.210579,-33.9052204
"7 Quilty Place, Goonellabah, NSW 2480",153.32387,-28.8208448
"252 Myall Street, Dubbo, NSW 2830",148.6339321,-32.2425832
"8 Kanangra Street, Pambula Beach, NSW 2549",149.9100641,-36.9472593
"33 Swadling Street, Long Jetty, NSW 2261",151.4851625,-33.3625199
"42/162 Sandal Crescent, Carramar, NSW 2163",150.9599625,-33.8855953
"8/19-21 Harrow Road, Bexley, NSW 2207",151.1291074,-33.9501569
"118 Welling Drive, Narellan Vale, NSW 2567",150.7483542,-34.0584549
"2/12-16 Belmore Street, Burwood, NSW 2134",151.1051406,-33.8795229
"10/13 Thorpe Avenue, Liberty Grove, NSW 2138",151.0842114,-33.8395822
"13/3-5 Linden Street, Toongabbie, NSW 2146",150.9493478,-33.7904822
"35 Pheasant St, Toronto, NSW 2283",151.56847,-33.009285
"2/51-59 Roslyn Gardens, Elizabeth Bay, NSW 2011",151.2268426,-33.8738098
"74 Oxbow Circuit, King Creek, NSW 2446",152.7490992,-31.4824465
"522/15 Howard Avenue, Dee Why, NSW 2099",151.2871508,-33.7527446
"44/254 Beames Avenue, Mount Druitt, NSW 2770",150.8154207,-33.7690826
"8/19 Meehan Street, Granville, NSW 2142",151.0027418,-33.8257949
"7/22 Mosman Street, Mosman, NSW 2088",151.2355303,-33.8368654
"W1003/1 Avon Road, Pymble, NSW 2073",151.137202,-33.7424266
"103/21 Hezlett Road, North Kellyville, NSW 2155",150.9586896,-33.6981266
"1 Freesia Street, Marsden Park, NSW 2765",150.807693,-33.687504
"G14/60 Marwan Avenue, Schofields, NSW 2762",150.890503,-33.6946081
"20/28-32 Marlborough Road, Homebush West, NSW 2140",151.06739,-33.8603323
"10/80 Harris Street, Fairfield, NSW 2165",150.9503934,-33.8717445
"13/188-194 Haldon Street, Lakemba, NSW 2195",151.078955,-33.9236438
"34/5-7 Soorley Street, Tweed Heads South, NSW 2486",153.5469805,-28.2040637
"10/27 Hawkesbury Avenue, Dee Why, NSW 2099",151.2913379,-33.7501699
"1/10 Fairweather Place, Eagle Vale, NSW 2558",150.8149251,-34.0423745
"4/13 Dudley Avenue, Caringbah South, NSW 2229",151.1240949,-34.0514233
"204/45 Honeysuckle Drive, Newcastle, NSW 2300",151.763491,-32.9250528
"2/10-12 Albert Street, North Parramatta, NSW 2151",151.0024287,-33.8029184
"5119/84 Belmore Street, Ryde, NSW 2112",151.0964961,-33.8200259
"53/5-15 Boundary Street, Roseville, NSW 2069",151.1814239,-33.7864165
"4/5 Cottonwood Crescent, Macquarie Park, NSW 2113",151.117701,-33.7799493
"11/36 Firth Street, Arncliffe, NSW 2205",151.1457359,-33.9379601
"174/23-25 North Rocks Road, North Rocks, NSW 2151",150.9993324,-33.7904558
"29/42 West Street, Hurstville, NSW 2220",151.106008,-33.971184
"704A/7-13 Centennial Avenue, Lane Cove, NSW 2066",151.1656728,-33.807362
"10/9 Harriette Street, Neutral Bay, NSW 2089",151.2193595,-33.8378576
"E108/3 Adonis Avenue, Rouse Hill, NSW 2155",150.917599,-33.686228
"29/90 Seafront Circuit, Bonny Hills, NSW 2445",152.8374733,-31.5846258
"14 Briery Place, Cranebrook, NSW 2749",150.7153769,-33.7230068
"44 Adam Avenue, Rutherford, NSW 2320",151.5214276,-32.7027313
"7/237 Kingsway, Caringbah, NSW 2229",151.1303752,-34.0439786
"17/23-27 Paton Street, Merrylands, NSW 2160",150.9678455,-33.8346614
"21/14 Good Street, Westmead, NSW 2145",150.9929478,-33.8172028
"4/14 Good Street, Westmead, NSW 2145",150.9929478,-33.8172028
"1/7 Lindeman Grove, Cessnock, NSW 2325",151.3293825,-32.8244031
"13/14 Parkes Avenue, Werrington, NSW 2747",150.7585236,-33.7570346
"6/8 Morley Street, Tweed Heads West, NSW 2485",153.5214867,-28.1865542
"11/312-324 Windsor Road, Baulkham Hills, NSW 2153",150.9954543,-33.7647761
"799 Victoria Road, Ryde, NSW 2112",151.0996585,-33.8150189
"1 Yemlot Court, Brunswick Heads, NSW 2483",153.5469095,-28.5575922
"15/24-28 Reid Avenue, Westmead, NSW 2145",150.9775749,-33.8061688
"412/21 Hill Road, Wentworth Point, NSW 2127",151.0731104,-33.8294747
"37A Seymour Street, Bathurst, NSW 2795",149.5833674,-33.4210328
"22/39-41 Ross Street, North Parramatta, NSW 2151",151.0082386,-33.8087291
"1/61 Virginia Street, Rosehill, NSW 2142",151.0156517,-33.8241794
"7/22 East Street, Casino, NSW 2470",153.0538907,-28.86907
"67 to 71 Archbold Road, Roseville, NSW 2069",151.1835863,-33.7763871
"67-71 Archbold Road, Roseville, NSW 2069",151.1837684,-33.7766334
"3501/472-486 Pacific Highway, St Leonards, NSW 2065",151.1971451,-33.8241646
"2/34 Ferntree Place, Epping, NSW 2121",151.068483,-33.7820837
"153 Manoa Road, Halekulani, NSW 2262",151.5536851,-33.2189889
"3A Banjo Street, Albion Park, NSW 2527",150.7764301,-34.5755371
"Unit 8/3-7 Bariston Ave, Cremorne, NSW 2090",151.2307393,-33.8226192
"99/121-133 Pacific Highway, Hornsby, NSW 2077",151.0985428,-33.7066287
"10/25 Parry Avenue, Narwee, NSW 2209",151.0723143,-33.944757
"6/82 Blues Point Road, McMahons Point, NSW 2060",151.2037183,-33.8466867
"79/8 Briens Road, Northmead, NSW 2152",150.9967023,-33.7927549
"23/31 Gladstone Street, Newport, NSW 2106",151.3142547,-33.6586196
"83 George Street, Marulan, NSW 2579",150.0069101,-34.7111282
"135 Selection Lane, Waterview Heights, NSW 2460",152.8855952,-29.6923933
"G01/3 Wilga Street, Burwood, NSW 2134",151.1074495,-33.8739668
"12/22-24 Doomben Avenue, Eastwood, NSW 2122",151.0835533,-33.7848443
"153 Como Parade, Como, NSW 2226",151.0675375,-34.007714
"601/32-34 Regent Street, Chippendale, NSW 2008",151.202849,-33.8849254
"101/21 Post Office Street, Carlingford, NSW 2118",151.0483409,-33.7788909
"605/88 Keira Street, Wollongong, NSW 2500",150.8936981,-34.4209495
"425/45 Amalfi Drive, Wentworth Point, NSW 2127",151.0739201,-33.8289758
"124 Kincumber Crescent, Davistown, NSW 2251",151.3678008,-33.4905199
"A1213/1 Network Place, North Ryde, NSW 2113",151.1378164,-33.7953907
"43/650 Pacific Highway, Killara, NSW 2071",151.1552944,-33.7639313
"30  Palmvale Drive, Goonellabah, NSW 2480",153.3453327,-28.8065485
"29  Palmvale Drive, Goonellabah, NSW 2480",153.3454249,-28.8083813
"3 Eddy Court, Dubbo, NSW 2830",148.6310205,-32.2773898
"409/258 Railway Parade, Kogarah, NSW 2217",151.1284326,-33.9680116
"12/33 Baxter Avenue, Kogarah, NSW 2217",151.1406408,-33.9612709
"25 Brisbane Water Drive, Point Clare, NSW 2250",151.3267852,-33.4477974
"413/258 Railway Parade, Kogarah, NSW 2217",151.1284326,-33.9680116
"4/26 Sydney Avenue, Umina Beach, NSW 2257",151.3155305,-33.5228575
"13 Hindmarsh Esplanade, Dubbo, NSW 2830",148.6358522,-32.2586926
"702/8-10 Hollingworth Street, Port Macquarie, NSW 2444",152.9053594,-31.4325046
"A112/40-50 Arncliffe Street, Wolli Creek, NSW 2205",151.1518849,-33.9317974
"12 Hedge Street, Rouse Hill, NSW 2155",150.9295751,-33.6959164
"43 Edmund Street, Lindfield, NSW 2070",151.1475337,-33.7815722
"2/12 Monkhouse Parade, Shell Cove, NSW 2529",150.8510776,-34.5947547
"415/33 Bayswater Road, Potts Point, NSW 2011",151.2237683,-33.8753853
"28/94 Linden Street, Sutherland, NSW 2232",151.0554395,-34.0301702
"3/213-215 Edgecliff Road (Access Via Chester Lane), Woollahra, NSW 2025",151.2456067,-33.8892293
"23/666 Pacific Highway, Killara, NSW 2071",151.1560226,-33.7639567
"116/3 Sundown Road, North Kellyville, NSW 2155",150.9480974,-33.6865807
"29/1 Good Street, Parramatta, NSW 2150",150.99388,-33.8181406
"5/4 Boronia Avenue, Pottsville, NSW 2489",153.568094,-28.3843328
"10/492 Military Road, Mosman, NSW 2088",151.2328761,-33.8253251
"58/132 Moore Street, Liverpool, NSW 2170",150.9181945,-33.9220922
"55 Mary Street, Beacon Hill, NSW 2100",151.2589045,-33.7548888
"1327/20 Gadigal Avenue, Zetland, NSW 2017",151.2132039,-33.9043485
"23/61-62 Park Avenue, Kingswood, NSW 2747",150.7239784,-33.7582861
"15/1-3 Cherry Street, Warrawee, NSW 2074",151.1253063,-33.7306235
"22/84a Darley Road, Manly, NSW 2095",151.2896121,-33.8030644
"16/6 Larkin Street, Roseville, NSW 2069",151.1751415,-33.7853787
"5 Carabella Road, Caringbah, NSW 2229",151.132628,-34.0381146
"2314/9 Gunnamatta Avenue, Kingscliff, NSW 2487",153.5776313,-28.2779639
"17/1-3 Tavistock Road, Homebush West, NSW 2140",151.0694548,-33.8680806
"4/4 Macleay Street, Potts Point, NSW 2011",151.226159,-33.8680188
"1/35 Lorne Avenue, Killara, NSW 2071",151.1571151,-33.7648746
"685-687 South Dowling Street, Redfern, NSW 2016",151.216335,-33.8927314
"32/90-96 Wentworth Road, Strathfield, NSW 2135",151.0976827,-33.8767192
"H102/2 Quay Street, Sydney, NSW 2000",151.2035053,-33.8799445
"56/13-19 Seven Hills Road, Baulkham Hills, NSW 2153",150.9912547,-33.7626065
"5/159 Glenayr Avenue, Bondi Beach, NSW 2026",151.2710207,-33.8879241
"2/339 Anzac Parade, Kingsford, NSW 2032",151.2270192,-33.9233814
"17/13 Jenkins Street, Collaroy, NSW 2097",151.2984677,-33.7290892
"3 Oregon Place, Hamlyn Terrace, NSW 2259",151.4707499,-33.2491727
"3 VIOLA PLACE, Greystanes, NSW 2145",150.9377111,-33.8337252
"501/142-144 Albany Street, Point Frederick, NSW 2250",151.3441927,-33.4367877
"206/142-144 Albany Street, Point Frederick, NSW 2250",151.3441927,-33.4367877
"3508/50 Pemberton Street, Botany, NSW 2019",151.2041427,-33.9508132
"601/142-144 Albany Street, Point Frederick, NSW 2250",151.3441927,-33.4367877
"335/243 Pyrmont Street, Pyrmont, NSW 2009",151.1972651,-33.874062
"801/2 Waterview Drive, Lane Cove, NSW 2066",151.1506288,-33.8203819
"2 Irwin Place, Vincentia, NSW 2540",150.6775631,-35.0757376
"5/447 Sydney Road, Balgowlah, NSW 2093",151.2583807,-33.7947546
"LG05/3-7 Dianella Street, Caringbah, NSW 2229",151.1225021,-34.0375386
"19/1-11 Murray Street, Waterloo, NSW 2017",151.2143066,-33.9012388
"6/7-9 Wetherill Street, Narrabeen, NSW 2101",151.2975409,-33.7242396
"3/3 Regent Street, Dee Why, NSW 2099",151.2876022,-33.7489845
"11 Ashton Avenue, Forestville, NSW 2087",151.2122641,-33.7593039
"108/2-6 Pandanus Parade, Cabarita Beach, NSW 2488",153.5701977,-28.332475
"613/27 Halifax Street, Macquarie Park, NSW 2113",151.1334433,-33.792514
"8/41 Jauncey Place, Hillsdale, NSW 2036",151.2291418,-33.9532222
"33/20 Springfield Avenue, Potts Point, NSW 2011",151.2240393,-33.872665
"28/25-27 Kiora Road, Miranda, NSW 2228",151.1022365,-34.0327021
